gene_id	gene_short_name	120h_Cdh2Het_rep1	120h_Cdh2Het_rep2	120h_Cdh2KO_Clone2_rep1	120h_Cdh2KO_Clone2_rep2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000024663	Rab3il1	464.143211305281	409.217326003826	236.758822977019	297	351.779840071532	-0.713165337516419	0.156516663220306	-4.55648186489	5.20175279839773e-06	0.000644961414175529
ENSMUSG00000070436	Serpinh1	6390.4352869843	6306.50574027117	5671.15686477248	5555	5980.77447300699	-0.177566662001222	0.0390166342600971	-4.55105022174664	5.33788038345929e-06	0.000654798922358182
ENSMUSG00000101174	Hoxd4	873.505571490841	928.065818921144	1143.25953040654	1226	1042.70773020463	0.39526625324395	0.0873864868914537	4.52319651818623	6.09126353156527e-06	0.000739351155605044
ENSMUSG00000041559	Fmod	377.48986498863	458.062895420728	229.388898526372	275	334.985414733933	-0.72848553728954	0.161175443758081	-4.51982957393294	6.18894324147985e-06	0.000743382338724002
ENSMUSG00000013415	Igf2bp1	9940.23443954229	10475.7464542783	11490.6334591142	11241	10786.9035882337	0.155382589290183	0.0346356058414164	4.48620965377716	7.25014024008548e-06	0.000861869764004389
ENSMUSG00000032741	Tpcn1	1982.07079505903	1878.92623690351	1601.11608690295	1526	1747.02827971637	-0.304162759657425	0.0683171266019429	-4.45221827653353	8.49877067544034e-06	0.00099999310876023
ENSMUSG00000049521	Cdc42ep1	732.071374054467	695.77799991632	526.028357664894	488	610.46943290892	-0.493465433629934	0.111253847556404	-4.43549094677156	9.18626924833969e-06	0.0010699683909354
ENSMUSG00000048450	Msx1	180.278800957631	154.134907937781	277.293407455575	311	230.676779087747	0.812450202855088	0.183764998022438	4.42113684106418	9.81829681232717e-06	0.00113214780542945
ENSMUSG00000085795	Zfp703	2118.52491512089	2148.11959724555	1751.27829758488	1772	1947.48070248783	-0.276169613625654	0.0627381237149357	-4.4019425075651	1.07285989321098e-05	0.00122486608204117
ENSMUSG00000045103	Dmd	935.258530934891	852.083822050407	679.87553057214	636	775.804470889359	-0.441928583340557	0.101188423884422	-4.36738281293252	1.25744223632598e-05	0.00142152612030146
ENSMUSG00000025203	Scd2	48009.9379213244	49890.864602424	52882.892895614	52443	50806.6738548406	0.105573259014505	0.0241913049873606	4.36409937660098	1.27647544174837e-05	0.00142903284648548
ENSMUSG00000039385	Cdh6	392.430097112191	452.635609929961	612.62496995999	611	517.172669250536	0.535452746668842	0.123140403761748	4.34831079249047	1.37190101477205e-05	0.00151105009333076
ENSMUSG00000040270	Bach2	1072.70866647165	1025.75695775495	812.534170683777	787	924.499948727593	-0.391762207520279	0.0901086457523173	-4.34766502425439	1.37594536293236e-05	0.00151105009333076
ENSMUSG00000016477	E2f3	1768.92348342957	1810.54243971985	2202.68617018697	2125	1976.7880233341	0.274317254702779	0.0631872808415391	4.34133659574165	1.41618579410654e-05	0.00153625919452477
ENSMUSG00000029163	Emilin1	793.824333498518	753.307226118449	534.319522671871	586	666.86277057221	-0.466906427635809	0.107584874559667	-4.33988912983174	1.42554621294034e-05	0.00153625919452477
ENSMUSG00000004872	Pax3	1544.82000157616	1574.99824942056	1258.41459994789	1250	1407.05821273615	-0.314468685452866	0.0730170299680446	-4.30678549361007	1.65644099159331e-05	0.00176855750685764
ENSMUSG00000050890	Pdik1l	279.880348448035	305.013444581101	426.534377581166	471	370.607042652576	0.618003791638926	0.14369931418853	4.30067321565723	1.70280009769293e-05	0.00180137503912818
ENSMUSG00000022687	Boc	2889.44089269661	3060.98901679255	2532.4902893534	2510	2748.23004971064	-0.238365475915918	0.0556259399151498	-4.28514963126042	1.82616236687968e-05	0.00190102132372103
ENSMUSG00000036834	Plch1	3902.38863067402	3883.76549719281	3442.67595900825	3293	3630.45752171877	-0.208797306470718	0.0487310517192161	-4.28468705485342	1.82996589136271e-05	0.00190102132372103
ENSMUSG00000022055	Nefl	588.645145668286	523.190321309931	363.890019750671	396	467.931371682222	-0.550717407308828	0.129514282740883	-4.25217509338825	2.11704232540947e-05	0.00216031991630943
ENSMUSG00000029992	Gfpt1	1499.99930520548	1491.41805286275	1190.24279877941	1212	1348.41503921191	-0.316652340928624	0.0744559381450655	-4.25288229276861	2.11036517252525e-05	0.00216031991630943
ENSMUSG00000015243	Abca1	551.792573096837	591.574118493595	807.927967902123	755	676.573664873139	0.452122042073882	0.106610431219243	4.24087996740298	2.2264518474866e-05	0.00225203651345334
ENSMUSG00000018076	Med13l	2223.10653998581	2103.61585622126	1800.10404707041	1789	1978.95661081937	-0.270028779804477	0.0637556394713153	-4.23537089493029	2.28174771903441e-05	0.00228789851723355
ENSMUSG00000018707	Dync1h1	13384.4559517605	13693.0412932049	12557.4300233453	12146	12945.2318170777	-0.132104121816761	0.031252855767929	-4.22694562051265	2.36884886595813e-05	0.00235475829942786
ENSMUSG00000043090	Zfp866	783.864178749477	704.461656701547	989.412357499293	981	864.684548237579	0.40386210106255	0.0955915252177111	4.22487349315485	2.39075040971929e-05	0.00235621734824557
ENSMUSG00000020092	Pald1	1399.40174224017	1436.05974085693	1132.20464373057	1135	1275.66653170692	-0.322477287602488	0.0765785502799918	-4.21106545401322	2.54169083591127e-05	0.00248374890075363
ENSMUSG00000038664	Herc1	3903.38464614892	3775.21978737747	3312.7810405656	3355	3586.596368523	-0.203982241519398	0.0484924452370433	-4.20647464821131	2.59385165821068e-05	0.00251342045973339
ENSMUSG00000004562	Arhgef40	1950.19829986211	1929.94272051672	1556.89654019907	1639	1769.00939014447	-0.280391404622901	0.066731082205057	-4.20181114044112	2.64787998018265e-05	0.00254439200429051
ENSMUSG00000081683	Fzd10	2903.38510934527	3109.83458620945	3529.27257130334	3479	3255.37306671452	0.221546986035742	0.0527710121168145	4.19827054946991	2.68961184196406e-05	0.00256313340080063
ENSMUSG00000001300	Efnb2	3480.07806931471	3417.01894498686	3021.66902476507	2928	3211.69150976666	-0.213078589171209	0.0508046269994195	-4.19407840891428	2.73983205619015e-05	0.00258959044589578
ENSMUSG00000022604	Cep97	784.860194224381	769.58908259075	1022.5770175272	1001	894.506573585583	0.380467042127952	0.0908735769679062	4.18677304033406	2.82948504681891e-05	0.00265258472153405
ENSMUSG00000020719	Ddx5	24152.379250948	24080.8657225328	22479.1908150282	22436	23287.1089471272	-0.102829664352795	0.0246051030709799	-4.17920071524007	2.92535418170437e-05	0.00272034347332525
ENSMUSG00000016262	Sertad4	494.023675552403	478.686580285643	324.276675828446	338	408.746732916623	-0.555230256960417	0.133384917130889	-4.16261650045167	3.14621528735674e-05	0.00290232067828085
ENSMUSG00000029309	Sparcl1	1067.72858909713	1144.07178145367	816.2191329091	887	978.754875864974	-0.377120469855603	0.090758088273575	-4.15522712112265	3.24964575928161e-05	0.0029505248228564
ENSMUSG00000049001	Ndnf	90.6374082162674	129.169394680253	233.995101308026	194	161.950476051137	0.966044482543253	0.232415916204491	4.15653324574071	3.23113171368707e-05	0.0029505248228564
ENSMUSG00000018293	Pfn1	5934.26019947825	5524.97662960073	6562.91772330071	6408	6107.53863809492	0.178445633469441	0.0430097332818112	4.14895931347023	3.33990159793048e-05	0.00300878166607316
ENSMUSG00000025261	Huwe1	21197.2013369077	21156.6443001076	19909.8509034215	19236	20374.9241351092	-0.113503059691405	0.0273919275575598	-4.14366821951088	3.4179414091621e-05	0.0030552156890735
ENSMUSG00000032232	Cgnl1	1355.57706134439	1249.36111997455	1002.30972528792	1051	1164.56197665172	-0.344303260845875	0.0832369814356684	-4.13642175517835	3.52763564803111e-05	0.00310512722575929
ENSMUSG00000036885	Arhgef26	1417.33002078845	1400.23965661787	1111.01611093496	1149	1269.39644708532	-0.318508859130527	0.076976771754839	-4.13772689955012	3.5076351549878e-05	0.00310512722575929
ENSMUSG00000031012	Cask	2926.29346526806	2865.60673912494	2427.46886593169	2522	2685.34226758117	-0.227220687638457	0.0551974256443872	-4.11650878615862	3.8465467273378e-05	0.00336019169037365
ENSMUSG00000023781	Hes7	852.589246517856	890.074820485775	1042.84430976648	1280	1016.37709419253	0.413853740346273	0.10113306574519	4.0921704221743	4.27354383520571e-05	0.00370513037321481
ENSMUSG00000028645	Slc2a1	9575.69277572742	10215.2367507215	12398.9766476564	11558	10936.9765435263	0.275779053502807	0.0674321102339045	4.08972895177387	4.31877579132473e-05	0.00370873320530866
ENSMUSG00000057706	Mex3b	1568.72437297386	1636.8693040153	1875.64577268953	2025	1776.55986241967	0.282979191296097	0.0692137308748149	4.08848342257282	4.34202569349292e-05	0.00370873320530866
ENSMUSG00000025326	Ube3a	2872.50862962324	2788.53928515605	3231.71187160849	3334	3056.68994659695	0.213420629151681	0.0522745129579643	4.08268995874337	4.45173970779959e-05	0.00375426808384503
ENSMUSG00000028364	Tnc	223.107466378504	187.784077980536	120.682512879336	96	156.893514309594	-0.922110464760371	0.225883689028583	-4.08223572372987	4.46045206388664e-05	0.00375426808384503
ENSMUSG00000028649	Macf1	9088.64120849934	8949.59377427466	8305.90485587861	8046	8597.53495966315	-0.141505302352401	0.0348633625672365	-4.05885410735979	4.93141098189994e-05	0.00412058695886146
ENSMUSG00000041203	Trir	1469.12282548346	1418.69242728647	1756.80574092286	1745	1597.4052484232	0.277843407697889	0.0692236536745969	4.01370619649695	5.97727395451162e-05	0.0049585572639909
ENSMUSG00000041592	Sdk2	1024.89992367625	946.518589589752	789.503156775507	716	869.230417510378	-0.388782786805877	0.096971974898355	-4.009228307595	6.09174978030021e-05	0.00501742619404583
