gene_id	96h_WT_rep1	96h_WT_rep2	120h_WT_rep1	120h_WT_rep2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr3:37916902-37917564	22.1623109089458	16.8944456607196	383.793361103337	443.298261641484	216.537094828622	4.41335431888096	0.316428448366311	13.9474005629604	3.26282116095179e-44	1.32827732188052e-40
chr5:111530858-111531692	60.022925378395	74.8182593546152	618.268940379236	822.638067623251	393.937048183874	3.41400234448067	0.245174619406556	13.924778807628	4.47926050940256e-44	1.73230920940635e-40
chr12:103326656-103327647	95.1132509842259	148.832021296815	1035.89211142785	1390.54504460177	667.595607077665	3.30936770744173	0.23845086279753	13.8786149423655	8.53778203293382e-44	3.12626516639161e-40
chr18:69613694-69614739	99.7303990902563	70.7957722925391	766.420177036148	1122.58117002744	514.881879611595	3.47487345836932	0.2504286851981	13.8757006036291	8.89199897355013e-44	3.12626516639161e-40
chr14:76281546-76282404	25.8560293937701	46.6608499200826	508.613694349711	724.49492014541	326.406373452243	4.07549433220119	0.294039268845097	13.8603743241798	1.1009860108357e-43	3.70256808548347e-40
chr13:113379783-113380648	60.946354999601	52.2923318069891	545.943139806571	616.427184720371	318.902252833383	3.36317331475438	0.242726260780279	13.8558279765154	1.17296488249832e-43	3.70458296267609e-40
chr4:56661425-56662433	19.3920220453276	30.5709016717782	419.95626138967	653.920072520895	280.959814406918	4.41470423554384	0.31865114983359	13.8543489890099	1.19737516247223e-43	3.70458296267609e-40
chr13:99413519-99414606	53.5589180299524	83.6677308911826	676.596198905579	778.528787857929	398.087908921161	3.39880070872998	0.245498400315612	13.8444922832918	1.3734776176252e-43	4.08599026031054e-40
chr19:8614095-8614915	29.5497478785944	34.5933887338543	459.618797187583	443.298261641484	241.765048860379	3.81084829421518	0.27547795664919	13.8335870520055	1.59846507678481e-43	4.57918802811673e-40
chr11:28692303-28693266	48.018340302716	57.9238136938956	528.444962248668	597.68074082011	308.016964266347	3.40611286721462	0.24714372789466	13.7819110208874	3.27486872628169e-43	9.04659093715843e-40
chr5:73912694-73913586	21.2388812877398	35.3978861462695	430.455167924412	586.653420878779	268.4363390593	4.1541496734678	0.302143022370139	13.7489512115186	5.16731665165122e-43	1.37821244266179e-39
chr1:91873568-91874122	17.5451628029155	20.9169327227956	360.4624576928	527.105893195595	231.507611603526	4.52368649571916	0.33048870016681	13.6878703974928	1.19974196727129e-42	3.09325472281666e-39
chr10:99555982-99557028	23.0857405301519	36.2023835586848	432.788258265465	482.996613430273	243.768248946144	3.93751016244282	0.288319778947714	13.6567466055004	1.84023499010731e-42	4.59156438757484e-39
chr4:114739002-114740117	40.6309033330674	57.1193162814804	541.276959124464	543.646873107591	295.66851296165	3.46478587478203	0.254136446992888	13.6335654164512	2.52915510996163e-42	6.11328404516601e-39
chr1:132318005-132318786	21.2388812877398	28.1574094345326	382.62681593281	561.290585013719	248.3284229172	4.2491679239045	0.313302992692674	13.5624875057373	6.68306442579996e-42	1.56642929456599e-38
chr8:10939313-10940651	23.0857405301519	37.0068809711	428.122077583358	489.613005395071	244.45692611992	3.9208148402908	0.289476443928837	13.5445039571326	8.53887586178187e-42	1.94254402987384e-38
chr15:57544875-57545660	40.6309033330674	45.8563525076674	471.284248892852	494.023933371604	262.948859526298	3.47759008958336	0.257536928714274	13.5032676942482	1.49591111683526e-41	3.30587808757067e-38
chr2:62573535-62574503	30.4731774998005	27.3529120221174	388.459541785445	497.332129354003	235.904440165341	3.94057975193335	0.291943855921739	13.4977314028136	1.61265818359184e-41	3.46488569956837e-38
chr9:57420490-57421570	81.2618066661347	98.1486843146565	676.596198905579	853.514563458976	427.380313336337	3.08956923446967	0.229317322946836	13.4728994511502	2.25820952818548e-41	4.72075650232678e-38
chrX:107723325-107724108	39.7074737118613	46.6608499200826	454.952616505476	561.290585013719	275.652881287785	3.55322578687174	0.264105924397793	13.4537905386776	2.9248588404948e-41	5.95347319985769e-38
chr9:65175233-65176271	105.270976817493	131.937575636096	821.24780005091	1049.80085841466	527.064302729789	2.97686508623006	0.221508672864756	13.43904528762	3.57012929961599e-41	7.08057336068456e-38
chr3:118547450-118548196	30.4731774998005	31.3753990841935	402.458083831767	437.784601670818	225.522815521645	3.76337535409354	0.280735668460509	13.4054050727898	5.62155085398035e-41	1.08703928863418e-37
chr19:14240262-14241113	43.4011921966856	31.3753990841935	435.121348606519	519.386769236664	257.321177281015	3.68235639815461	0.275470889418227	13.3674974002932	9.36386212487833e-41	1.76652684789046e-37
chr19:25970099-25971145	24.009170151358	28.1574094345326	389.626086955972	393.675321905497	208.86699711184	3.90379017348815	0.293719719478004	13.2908685205948	2.61524842673546e-40	4.81629131693177e-37
chr14:33067210-33068190	21.2388812877398	24.1349223724565	349.963551158058	500.640325336402	223.994420038664	4.22554965256687	0.318212382663504	13.2790233277477	3.06363964690261e-40	5.51084649787496e-37
chr14:66501875-66502935	17.5451628029155	33.7888913214391	395.458812808606	529.311357183861	244.026056029205	4.1550675948861	0.314797940840349	13.1991574779498	8.87217953621405e-40	1.50997682489584e-36
chr2:85238010-85238763	892.03301408507	686.23629279018	86.3243426189877	97.0404154837078	440.408516244486	-3.10396723763677	0.235180266137253	-13.1982469814252	8.98005558582106e-40	1.50997682489584e-36
chr6:126977620-126978404	32.3200367422127	50.6833369821587	468.951158551798	537.030481142792	272.24625335474	3.58941251307121	0.271898061473564	13.2013170436679	8.62143834246123e-40	1.50997682489584e-36
chr15:62216421-62217085	24.009170151358	23.3304249600413	363.962093204381	384.853465952432	199.038788567053	3.98447537781151	0.302033512615859	13.1921631586597	9.73511327143848e-40	1.60210966238133e-36
chr12:116925371-116926130	23.0857405301519	35.3978861462695	423.455896901251	411.319033811625	223.314639347324	3.82389013153668	0.29041769152476	13.1668636007	1.3613653973227e-39	2.19372689066909e-36
chr2:128296785-128297750	44.3246218178917	27.3529120221174	429.288622753885	563.496049001985	266.11555139897	3.80348127903404	0.289693451981776	13.1293312051572	2.23622737307965e-39	3.52995336434623e-36
chr14:24838920-24839596	25.8560293937701	16.0899482483043	348.797005987531	425.654549735355	204.09938334124	4.22094232063794	0.321651797936489	13.1227070630936	2.4405851236109e-39	3.77548756282111e-36
chr14:29064401-29065242	16.6217331817094	27.3529120221174	352.296641499112	449.914653606282	211.546485077305	4.17570788721534	0.319449052382141	13.0715926564094	4.78530299771705e-39	7.25752188759644e-36
chr4:62506854-62507819	108.964695302317	114.238632562961	709.259463680332	882.185595306435	453.662096713011	2.8335275816824	0.217829178679945	13.0080258248859	1.10151083603658e-38	1.63845500280303e-35
chr1:127015538-127016224	19.3920220453276	18.50344048555	317.300286383306	443.298261641484	199.623502638917	4.32908567940377	0.333174280074879	12.9934569932314	1.33268548625505e-38	1.94491616963878e-35
chr9:47288638-47289246	20.3154516665337	20.9169327227956	321.966467065414	453.222849588681	204.105425260856	4.23247292935263	0.326753936750811	12.9530893229311	2.25685570753428e-38	3.23265324567336e-35
chr12:118423961-118424950	904.037599160749	555.1032145665	60.6603488673968	57.3420636949183	394.285806572391	-3.62771877212375	0.28017474521917	-12.9480577176431	2.40973976882744e-38	3.38888275707754e-35
chr5:129452685-129453512	25.8560293937701	30.5709016717782	356.96282218122	459.839241553479	218.307248700062	3.85154633656425	0.297620519997157	12.9411316686129	2.637159811657e-38	3.64248280557225e-35
chr15:27033083-27033665	7.38743696964861	8.04497412415217	296.302473313823	423.449085747089	183.795992538678	5.54081798690007	0.429645620266514	12.896251528092	4.72528944071198e-38	6.41213487123141e-35
chr14:76198145-76198915	17.5451628029155	24.1349223724565	327.799192918048	402.497177858561	192.994113987995	4.12206235391601	0.320548525927608	12.8594019953376	7.61636084326321e-38	1.01570737673228e-34
chr18:64006367-64007228	21.2388812877398	15.2854508358891	311.467560530672	435.579137682552	195.892757584213	4.36481896114271	0.339880678477659	12.8422097445872	9.51200852030214e-38	1.24700819496327e-34
chr4:67188065-67188720	30.4731774998005	42.6383628580065	400.124993490713	482.996613430273	239.058286819698	3.58677371021983	0.280344372747321	12.7941705234535	1.76729350821833e-37	2.27827697122785e-34
chr5:121972628-121973436	57.2526365147767	82.8632334787674	570.440588387635	695.82388829795	351.595086669782	3.16979179222275	0.247952765013728	12.7838533764576	2.01817279454923e-37	2.55904310348842e-34
chr1:178639551-178640541	61.8697846208071	75.6227567670304	531.944597760249	691.412960321418	340.212524867376	3.15023130617713	0.246472997310707	12.7812431404236	2.08706712248231e-37	2.60371722241552e-34
chr12:95641497-95642194	27.7028886361823	32.1798964966087	354.629731840166	473.072025483076	221.896135614008	3.7855813960997	0.296411830099912	12.7713573200627	2.3698544947843e-37	2.90957945178692e-34
chr14:77706475-77707194	16.6217331817094	25.7439171972869	326.632647747521	466.455633518277	208.863482911199	4.21503096596917	0.33016269467737	12.7665270302208	2.52156573142449e-37	3.04746978428471e-34
chr8:68379393-68380357	43.4011921966856	37.0068809711	398.958448320187	541.441409119324	255.201982651824	3.55202760600855	0.27867890038643	12.7459509890527	3.28362076482401e-37	3.9074076756555e-34
chr5:35417355-35418320	25.8560293937701	16.0899482483043	324.299557406467	435.579137682552	200.456168182774	4.19321054345834	0.329460066536864	12.7275229059943	4.15823158982315e-37	4.87319540923698e-34
chr10:7293102-7293820	24.9325997725641	20.1124353103804	326.632647747521	383.750733958299	188.857104197191	3.98583529023654	0.313261498842401	12.7236679418487	4.36861444690822e-37	5.04333716775309e-34
chr9:66294910-66296168	46.1714810603038	36.2023835586848	403.624629002294	486.304809412672	243.075825758489	3.43944994229097	0.272125339045685	12.6392123363181	1.28333088854201e-36	1.45975114069041e-33
chr3:143143831-143144667	22.1623109089458	32.9843939090239	352.296641499112	426.757281729488	208.550157011642	3.81032345919134	0.301774567370497	12.6263902634091	1.51049935912057e-36	1.6932478902791e-33
chr9:43822659-43823377	18.4685924241215	27.3529120221174	328.965738088575	385.956197946565	190.185860120345	3.95293211494408	0.314492182131512	12.5692539895668	3.11650722234969e-36	3.44365143763291e-33
chr4:4710487-4711321	459.867951360626	388.57225019655	34.9963551158058	27.5682998533261	227.751214131577	-3.76363969568417	0.300351562749871	-12.5307811327037	5.06612255083273e-36	5.51907671918042e-33
chr4:128897716-128898608	44.3246218178917	52.2923318069891	418.789716219143	542.544141113457	264.48770273937	3.31165903048903	0.265735779885506	12.4622248156266	1.19976152846971e-35	1.28887714866771e-32
chr4:114650651-114651514	62.7932142420132	71.6002697049543	493.448607132862	619.73538070277	311.89436794565	3.04812146397739	0.245096445170575	12.4364164557999	1.65775869140544e-35	1.75649752414833e-32
chr5:87113134-87114140	622.391564692895	492.352416398113	47.8283519916013	65.0611876538496	306.908380184115	-3.3001203138207	0.265497033740926	-12.429970562462	1.79700517079294e-35	1.87830751284449e-32
chr5:52915784-52916602	25.8560293937701	48.269844744913	436.287893777046	460.941973547612	242.838935365835	3.58379923407524	0.288434954440188	12.4249824055857	1.91268503375622e-35	1.97256482654634e-32
chr19:25654116-25655052	52.6354884087464	68.3822800552934	479.45006508654	661.639196479826	315.526757507601	3.23288340278954	0.261105196103675	12.3815360668115	3.28985315092646e-35	3.34820475681395e-32
chr1:9578408-9579161	25.8560293937701	19.3079378979652	312.634105701199	365.004290058037	180.700590762743	3.91606477808597	0.316520341476775	12.3722373096622	3.69386889302367e-35	3.71056326152721e-32
chr9:45368040-45368785	35.0903256058309	25.7439171972869	341.79773496437	494.023933371604	224.163977784773	3.78837904411282	0.30651706951007	12.3594390686564	4.33168763499057e-35	4.2954791691186e-32
chr1:84076699-84077558	25.8560293937701	32.9843939090239	338.29809945279	408.010837829226	201.287340146202	3.65893817305657	0.296073704216321	12.3582004107438	4.39894404891737e-35	4.30695600374254e-32
chr7:68262088-68263088	58.1760661359828	71.6002697049543	508.613694349711	518.284037242531	289.168516858295	2.98016740939249	0.241270192053364	12.3519916987232	4.75202052252174e-35	4.59449104220015e-32
chr5:120577953-120579071	72.027510454074	74.0137619422	523.778781566561	803.891623722989	368.427919421456	3.1845598386697	0.258488223923181	12.3199416605381	7.07454497432129e-35	6.75557907004696e-32
chr7:46339707-46340610	32.3200367422127	29.766404259363	333.631918770682	449.914653606282	211.408253344635	3.6603217459286	0.297259402211742	12.3135608787953	7.65688367917248e-35	7.22249559532479e-32
chr1:72450882-72451836	27.7028886361823	16.8944456607196	320.799921894887	362.798826069771	182.04902056539	3.9524013164347	0.321065333121899	12.3102711775304	7.97547635863468e-35	7.43237524563464e-32
chr12:69894974-69895486	26.7794590149762	22.5259275476261	316.133741212779	360.593362081505	181.508122464222	3.78396668679624	0.307807799984845	12.293277451002	9.84327115834195e-35	9.06377782804087e-32
chr5:50049589-50050446	589.148098329477	455.345535427013	57.1607133558162	50.72567173012	288.095004710606	-3.27552070926566	0.267207258892241	-12.258352272483	1.51550164141224e-34	1.36303512744132e-31
chr5:73810672-73811459	28.6263182573884	23.3304249600413	317.300286383306	541.441409119324	227.674609680015	4.05257543096522	0.330591138497833	12.2585724752927	1.51138949172606e-34	1.36303512744132e-31
chr15:20836934-20837452	14.7748739392972	12.0674611862283	291.636292631715	285.607586480458	151.021553559425	4.43349532849206	0.362086395890011	12.2443024063207	1.80219977888772e-34	1.60225917813112e-31
chr5:119110042-119110735	32.3200367422127	35.3978861462695	345.297370475951	526.003161201462	234.754613641474	3.68415288828256	0.30096850087455	12.2409915907386	1.87725030740885e-34	1.65001769065295e-31
chr12:84893693-84894631	65.5635031056314	53.9013266318195	456.119161676003	634.0708966265	302.413722009988	3.19403641373295	0.261631488110584	12.2081498553528	2.81211241287124e-34	2.4439468641659e-31
chr3:95235378-95236346	78.4915178025165	61.9463007559717	513.279875031819	761.987807945933	353.92637538406	3.18710576516367	0.261152729264127	12.2039917949326	2.95951604825214e-34	2.54347385889118e-31
chr2:150650456-150651481	108.041265681111	90.9082076029195	617.102395208709	856.822759441375	418.218656983529	2.89204014068692	0.237825330227188	12.1603537265111	5.05393753967525e-34	4.29573583317364e-31
chr17:85970933-85971570	27.7028886361823	41.8338654455913	362.795548033854	448.811921612149	220.286055931944	3.53572229500054	0.290885837567508	12.155016980433	5.39505796328484e-34	4.53583634069735e-31
chr10:85617015-85618017	17.5451628029155	27.3529120221174	307.967925019091	367.209754046303	180.018938472607	3.89859706857466	0.320862790845267	12.1503557901007	5.71164945120181e-34	4.750372707006e-31
chr2:142404166-142404871	32.3200367422127	32.1798964966087	373.294454568596	341.846918181243	194.910326497165	3.47076631283311	0.286085465228092	12.1319211728073	7.1550866190554e-34	5.88757063628401e-31
chr9:22793405-22793982	9.23429621206076	17.6989430731348	275.304660244339	320.895010292716	155.783227455563	4.4479922504709	0.367675951877866	12.0975881826191	1.08759713260377e-33	8.8551013697512e-31
chr13:77897630-77898741	29.5497478785944	29.766404259363	317.300286383306	481.89388143614	214.627579989351	3.7525850336348	0.31056224000814	12.0831979880633	1.29580013531496e-33	1.04403696735772e-30
chr14:73172259-73173169	22.1623109089458	36.2023835586848	341.79773496437	399.188981876162	199.837852827041	3.65439423398514	0.302866665031674	12.0660166862635	1.59678125744371e-33	1.2732766670181e-30
chr7:98572134-98572964	30.4731774998005	36.2023835586848	333.631918770682	457.633777565213	214.485314348595	3.56541292629866	0.295558217441718	12.0633185473916	1.64997923823367e-33	1.30227136856019e-30
chr7:70468770-70469586	30.4731774998005	20.9169327227956	304.468289507511	427.860013723621	195.929603363432	3.84324092830558	0.320342946900813	11.9972703175998	3.67208328814306e-33	2.8689727088009e-30
chr1:76433676-76434469	20.3154516665337	22.5259275476261	277.637750585393	406.908105835093	181.846808908661	3.99593214036714	0.333567573008633	11.9793782840628	4.55728489653999e-33	3.52496872177575e-30
chr6:148397840-148398874	29.5497478785944	29.766404259363	349.963551158058	326.408670263381	183.922093389849	3.51095892917379	0.293158370561125	11.9763216122861	4.72842014281146e-33	3.62112714065526e-30
chr14:114877398-114877994	44.3246218178917	43.4428602704217	368.628273886488	465.352901524144	230.437164374736	3.24917774940529	0.271617418117137	11.9623320622393	5.59676999422634e-33	4.24410750503352e-30
chr3:38625362-38626163	12.9280146968851	24.9394197848717	316.133741212779	310.970422345518	166.242899510014	4.03094955257828	0.33724038722395	11.9527485594466	6.28129009822355e-33	4.71694394677083e-30
chr2:56281000-56281948	17.5451628029155	18.50344048555	269.471934391705	321.997742286849	156.879569991755	4.03506773100148	0.338097542210596	11.9346260390384	7.81091311155017e-33	5.80921641684791e-30
chr1:91870604-91871380	24.009170151358	27.3529120221174	305.634834678038	339.641454192977	174.159592761123	3.64778227696271	0.305890749043316	11.9251147292662	8.75633120208211e-33	6.45033053160616e-30
chr6:78165422-78166232	115.42870265076	107.802653263639	622.935121061344	707.953940233414	388.530104302289	2.57703784049691	0.216168591103074	11.921425898863	9.15284811856131e-33	6.67881600258943e-30
chr9:86979978-86980815	589.148098329477	449.714053540106	52.4945326737087	62.8557236655835	288.553102052219	-3.16836888237654	0.266538210758823	-11.8871094442944	1.38103836297864e-32	9.98322946725907e-30
chr1:62617679-62618726	24.009170151358	31.3753990841935	304.468289507511	385.956197946565	186.452264172407	3.63351820639416	0.307001801318174	11.8354947456103	2.55830503664234e-32	1.83222016642789e-29
chr16:5750807-5751852	37.8606144694491	22.5259275476261	340.631189793843	378.237073987634	194.813701449638	3.58645850317825	0.303181863156397	11.8293966065119	2.75112276321483e-32	1.95223709623065e-29
chr7:115057059-115058110	42.4777625754795	31.3753990841935	346.463915646478	415.729961788157	209.011759773577	3.37491513469176	0.285618642536183	11.816158443734	3.22078526034372e-32	2.26473907560969e-29
chr1:190808708-190809465	32.3200367422127	46.6608499200826	362.795548033854	448.811921612149	222.647089077074	3.35350606589003	0.283883168812164	11.8129795433872	3.34493706609323e-32	2.33084857827188e-29
chr1:38436501-38437342	23.0857405301519	23.3304249600413	276.471205414866	387.058929940698	177.486575211439	3.83785579399884	0.325167130017877	11.8027175557008	3.77906610025559e-32	2.6098500421658e-29
chr2:148950874-148951514	488.494269618014	315.362985666765	27.9970840926447	19.8491758943948	212.925878817955	-4.07323913519529	0.346152344910809	-11.7671863128497	5.7614198290319e-32	3.94366637996424e-29
chr9:41517810-41518553	12.9280146968851	20.9169327227956	257.806482686436	398.086249882029	172.434419997036	4.26360444372146	0.36248343259608	11.7622050011661	6.11170058050497e-32	4.14673523246402e-29
chr5:92796091-92797038	88.6492436357833	80.4497412415217	524.945326737087	774.117859881397	367.040542873947	2.94348663123869	0.250628076092998	11.7444409146981	7.54196220286927e-32	5.07265819536984e-29
chr10:95707878-95708483	12.9280146968851	19.3079378979652	260.13957302749	309.867690351385	150.560803993431	4.13228805824048	0.352019339617285	11.7388097561148	8.06129499716802e-32	5.37521590897372e-29
chr9:43947618-43948309	11.0811554544729	22.5259275476261	265.972298880124	399.188981876162	174.692090939596	4.28815803977327	0.365379781787341	11.7361667325892	8.31714205229272e-32	5.49841285009177e-29
chr8:126826245-126827085	112.658413787141	78.8407464166913	600.770762821334	759.782343957667	388.013066745708	2.83410803701187	0.24185836063468	11.7180486528341	1.03017588934111e-31	6.75271565158948e-29
chr1:134013741-134014271	7.38743696964861	7.24047671173695	226.309763082211	336.333258210578	144.317733743544	5.26697141873154	0.450537513444892	11.6904170275618	1.42684267173182e-31	9.27423756076576e-29
chr11:109192390-109193598	80.3383770449286	97.3441869022413	552.942410829732	842.487243517645	393.278054573637	2.97121783017194	0.254373750451815	11.6805205918241	1.60310680645366e-31	1.03330921054648e-28
chr6:66160714-66161272	21.2388812877398	12.0674611862283	263.639208539071	315.38135032205	153.081725333772	4.13719429312207	0.354261925844743	11.6783486773434	1.64459402864331e-31	1.0512897432025e-28
chr10:69044073-69044741	15.6983035605033	19.3079378979652	251.973756833802	334.127794222312	155.276948128646	4.05987798955854	0.348067553295967	11.6640518517575	1.94558418595684e-31	1.22347191557227e-28
chr12:109512044-109512972	34.1668959846248	49.0743421573282	362.795548033854	529.311357183861	243.837035839917	3.41515570002056	0.292778615063408	11.6646350666046	1.93229840135488e-31	1.22347191557227e-28
chr2:165700163-165700928	24.9325997725641	31.3753990841935	293.969382972769	414.627229794024	191.226152905888	3.6485135329596	0.313052403188183	11.6546415098638	2.17292974622604e-31	1.35541750008945e-28
chr1:7020444-7021238	635.319579389781	444.0825716532	48.9948971621282	65.0611876538496	298.36455896474	-3.23895692478684	0.27792984352617	-11.653865175806	2.19282272933049e-31	1.35688361974604e-28
chr14:22089144-22090248	120.04585075679	104.584663613978	622.935121061344	895.418379236031	435.746003667036	2.75907724713211	0.237578827724807	11.6133128257035	3.52681466248211e-31	2.16501635328307e-28
chr3:40458372-40459141	55.4057772723646	41.0293680331761	380.293725591757	469.763829500677	236.623175099493	3.14652591301357	0.271706105927028	11.5806227551567	5.16693259589547e-31	3.14686537344349e-28
chr7:139494273-139495324	30.4731774998005	37.8113783835152	342.964280134897	339.641454192977	187.722572552798	3.31606790886658	0.286386026543295	11.5790143426054	5.26478984387513e-31	3.18141378784417e-28
chr13:84569308-84569983	761.829437495013	473.044478500148	60.6603488673968	70.5748476245148	341.527278121768	-3.2318832572958	0.28008378893663	-11.5389872065285	8.39073220550833e-31	5.03105701264852e-28
chr4:108044960-108046247	59.0994957571889	44.2473576828369	439.787529288627	400.291713870295	235.856524149737	3.0287977065185	0.262861574380184	11.5224057135786	1.01730403718088e-30	6.05280251291281e-28
chr5:73872807-73873659	27.7028886361823	15.2854508358891	282.3039312675	331.922330234046	164.303650243404	3.85331162778345	0.334546465482876	11.5180162558934	1.07047127071222e-30	6.32051998832435e-28
chr5:98823106-98823782	24.9325997725641	27.3529120221174	277.637750585393	367.209754046303	174.283254106594	3.62264675363649	0.314558041798614	11.5166241909523	1.08790187827866e-30	6.37477533947711e-28
chr1:115558459-115559194	456.174232875802	361.219338174432	41.995626138967	40.8010837829226	225.047570243031	-3.30278605555865	0.287010941268696	-11.5075266502354	1.20896097829892e-30	7.03088073304247e-28
chr1:158192961-158193608	39.7074737118613	25.7439171972869	338.29809945279	350.668774134308	188.604566124061	3.40652152067283	0.296181408654279	11.5014697787772	1.29687998688897e-30	7.48590098700657e-28
chr7:125265665-125266507	22.1623109089458	15.2854508358891	258.973027856963	303.251298386587	149.918021997096	3.91957377375761	0.341434273499911	11.4797314680204	1.6679775142596e-30	9.5566462794779e-28
chr9:24994439-24995071	38.7840440906552	36.2023835586848	320.799921894887	404.702641846827	200.122247847763	3.27638720788068	0.285450793999418	11.4779404253027	1.70288633511553e-30	9.68491560650852e-28
chr9:96982268-96982864	114.505273029553	101.366673964317	582.106040092904	776.323323869663	393.575327739109	2.65579190555783	0.231747477663507	11.4598524753482	2.09871970616563e-30	1.18490344403284e-27
chr2:138215379-138216279	34.1668959846248	47.4653473324978	344.130825305424	476.380221465475	225.535822522005	3.32303718231265	0.29015058991991	11.4528017441905	2.2766598300307e-30	1.2760513371972e-27
chr7:24949874-24950616	95.1132509842259	99.7576791394869	538.94386878341	720.083992168877	363.474697769	2.69147912660771	0.235059423617662	11.4502072930527	2.3458386712067e-30	1.30536639957191e-27
chr7:78070936-78071747	81.2618066661347	78.036249004276	473.617339233906	573.420636949183	301.584007963375	2.71757590240152	0.237417533124101	11.4463993734659	2.45116868523243e-30	1.35423568189541e-27
chr12:79602128-79602894	17.5451628029155	23.3304249600413	258.973027856963	320.895010292716	155.185906478159	3.81879611472749	0.333822352097748	11.4396057985035	2.65087233616901e-30	1.45418208126242e-27
chr1:59406830-59407339	17.5451628029155	36.2023835586848	328.965738088575	356.182434104973	184.723929638787	3.65511480073015	0.319623224646249	11.4356984063832	2.77296391235157e-30	1.51044515980683e-27
chr9:32936264-32936992	22.1623109089458	18.50344048555	249.640666492748	359.490630087372	162.449261993654	3.91064150492345	0.342217686977776	11.4273506418077	3.0528143345561e-30	1.651252329715e-27
chr17:85737015-85737786	34.1668959846248	38.6158757959304	313.800650871726	421.243621758823	201.956761102776	3.33395589905292	0.291854637892512	11.4233439054711	3.19691973118984e-30	1.71718991227827e-27
chr17:30594396-30595301	32.3200367422127	32.1798964966087	296.302473313823	471.969293488943	208.192925010397	3.57512092747744	0.313333414524464	11.4099574502875	3.72911688101082e-30	1.98923953456845e-27
chr10:125838583-125840137	771.98716332828	701.521743626069	134.152694610589	144.457891231429	438.029873199092	-2.40212903752567	0.210690011447955	-11.4012478380782	4.12168530155699e-30	2.18358982674541e-27
